,domain,url,comment_id,username,user_id,comment,sentiment,toxicity,comment_original,language,links,upvotes,downvotes,published_date,reply_count,reply_to,crawled_time
83,infowars.com,https://www.infowars.com/trudeau-vows-to-slash-taxes-as-blackface-scandal-rocks-polls/,30b8d212-4c94-47eb-90e1-58cdb1d152cf,dav1bg,e02d3a41-313c-407f-beb3-ed0d8272d598,"Who needs taxes when you have a central bank that prints all the money you want?  Read my lips, no new taxes, we'll just print what we want. 
",-0.034090999999999996,0.21359129999999998,"Who needs taxes when you have a central bank that prints all the money you want?  Read my lips, no new taxes, we'll just print what we want.  <br>",,,,,1569338700000,0,,2020-05-11 11:26:40
84,infowars.com,https://www.infowars.com/justin-trudeau-is-cancelled/,319ef999-b5fa-416a-ba62-0b03de2ae3d2,ReindeerBBQ,ecbc13e0-7874-455a-bb3c-9258a862847b,"correction, not 1930s, but 1830s.",0.0,0.03007398,"correction, not 1930s, but 1830s.",,,,,1568917419000,0,fb6538a7-e17d-4e7e-b6a6-cdb558dfbcc5,2020-05-11 13:25:31
85,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,31c36620-ab5d-44a1-bf84-4bed3e4bf79a,JDryder,5ccd5c7e-24df-46ac-ab86-db0581f4ac0d,"Can you say ""Election Fraud""... I knew you could.

2020 is going to be lit.",0.0,0.32235047,"Can you say ""Election Fraud""... I knew you could.<br><br>2020 is going to be lit.",,,1.0,,1571761495000,0,,2020-05-11 11:45:56
86,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,3254d0da-2009-4dcd-9029-17f8cc9733c4,HANGTHEOWL,fb6a97f7-9f18-452c-8a72-310f88424e3e,"I am surprised he has not came out with the excuse that he was not being racist and always wanted to be a black man,,,,",-0.038889,0.56815845,"I am surprised he has not came out with the excuse that he was not being racist and always wanted to be a black man,,,,",,,,,1569846573000,2,,2020-05-11 13:25:31
87,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,32573668-5217-4084-9555-a549580eb7b4,woof,b04e6b1b-245a-405c-b75f-26b692d3fcc8,"Why were they ""shocked and mystified"", Justin is a soy boy punk without a brain.",-0.7000000000000001,0.6629381,"Why were they ""shocked and mystified"", Justin is a soy boy punk without a brain.",,,1.0,,1571830829000,1,,2020-05-11 11:45:38
88,infowars.com,https://www.infowars.com/second-blackface-photo-of-justin-trudeau-emerges/,33ee9e94-d414-4c52-95af-5a5c5f2faa91,TrumpPlanet,3607e9a7-8b34-4119-af00-a66cc7be45e6,"If anyone of his political enemies were caught like this , this PC twit would be calling for their imideiate resignation............. come on Tredeau ..... what are you waiting for.............. fall on your own PC sword you hypocrite
",0.30000000000000004,0.7143425999999999,"If anyone of his political enemies were caught like this , this PC twit would be calling for their imideiate resignation............. come on Tredeau ..... what are you waiting for.............. fall on your own PC sword you hypocrite <br>",,,2.0,,1568891551000,0,,2020-05-11 11:27:06
89,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,34a30e58-1436-442e-a353-00c2ce69e6f9,Diarrhea,c2c58d90-2552-499b-9714-4a27ae793744,"Yup, Canada will get what they deserve by electing this boy to not only 1 but 2 terms. Someone needs to check the water and food supply up there. ",0.0,0.18508972,"Yup, Canada will get what they deserve by electing this boy to not only 1 but 2 terms. Someone needs to check the water and food supply up there. ",,,,,1571766953000,0,9c963a4b-7043-4a21-a8ba-16de8c91d4d4,2020-05-11 11:46:18
90,infowars.com,https://www.infowars.com/second-blackface-photo-of-justin-trudeau-emerges/,36b2bebc-b190-46e8-bff9-9f5dd4deb3ef,hermes_tresmigistus,ae0ad886-28f4-454a-b00d-bf581dcc1f08,"LIVE BY THE JESUIT ILLUMINATI HAUTE VENTE ROMAINE PROTOCOLS, DIE BY THEM. LOL
FUKK YOU TRUDEAU!!!
",0.568182,0.91094893,"LIVE BY THE JESUIT ILLUMINATI HAUTE VENTE ROMAINE PROTOCOLS, DIE BY THEM. LOL<br>FUKK YOU TRUDEAU!!!<br>",,,,,1568921279000,0,,2020-05-11 11:26:39
91,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,37af5033-0be4-4db9-a3e8-3099a9e9ee88,PEDOHUNTER,c8a07864-8f11-4916-a2f6-95b979786765,"In the world of men and women with a ""sound mind"", Trudeau is as evil as the day is long and everything that is uttered from the mouth of that Luciferian Freemasonic little turd is 100% hate speech.
",-0.3275,0.67084116,"In the world of men and women with a ""sound mind"", Trudeau is as evil as the day is long and everything that is uttered from the mouth of that Luciferian Freemasonic little turd is 100% hate speech.<br>",,,1.0,,1571684616000,2,,2020-05-11 11:46:06
92,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,3a022d38-cf0a-4012-b7ae-3eb42aa91e8e,PEDOHUNTER,c8a07864-8f11-4916-a2f6-95b979786765,"His daddy was a communist/socialism globalist pedophile and I assume the apple did not fall far from the tree. I would most certainly like to know how many times Pierre Trudeau's name appears on the manifest of the Lolita Express. My guess is as many or more than Bill Clinton or Hillary's names do appear. I certainly would never want someone as evil as that little turd making any decisions on what I do or what I say or how I live my God given life.
",0.147744,0.64171976,His daddy was a communist/socialism globalist pedophile and I assume the apple did not fall far from the tree. I would most certainly like to know how many times Pierre Trudeau's name appears on the manifest of the Lolita Express. My guess is as many or more than Bill Clinton or Hillary's names do appear. I certainly would never want someone as evil as that little turd making any decisions on what I do or what I say or how I live my God given life.<br>,,,1.0,,1571684257000,0,,2020-05-11 11:46:07
93,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,3a4ccad0-de91-4c8b-b4c2-0626e044dbe9,powerxq,b8c4a115-1f49-45a8-ab4f-4d4055a09c62,"That isn't just blackface, it's professional quality makeup applied by a professional artist. Perhaps one of his paedophile friends from that era.

What was Justin's obsession with appearing as a black person anyway? Was he trying to impress the girls (or the boys) by culturally appropriating blackness and all its stereotypical attributes? This was more than a lame joke, even for its time, especially since none of the others are participating in the minstrel show.

Every person on that raft should be tracked down, doxxed and forced to resign their positions for not loudly denouncing Justin at the time for his appalling insensitivity",-0.101852,0.5695389,"That isn't<b> just </b>blackface, it's professional quality makeup applied by a professional artist. Perhaps one of his paedophile friends from that era.<br><br>What was Justin's obsession with appearing as a black person anyway? Was he trying to impress the girls (or the boys) by culturally appropriating blackness and all its stereotypical attributes? This was more than a lame joke, even for its time, especially since none of the others are participating in the minstrel show.<br><br>Every person on that raft should be tracked down, doxxed and forced to resign their positions for not loudly denouncing Justin at the time for his appalling insensitivity",,,1.0,,1569796484000,2,,2020-05-11 13:25:38
94,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,3a71603b-b0fe-41bd-beef-1250a2281ee8,ElectricalPowerGrid,1d772c16-6c4e-4e58-b49e-126dfc2f1d0b,"In the Newly Released Stansberry Research Article - The Man Who Predicted the Collapse of GM, Fannie Mae, and Freddie Mac -

Is Predicting the Jubilee COLLAPSE of AMERICA

Several factors are not included in the article, when the Jubilee kicks-off I don’t foresee any scenario were the lights stay on.

This isn’t like the economic depressions of the 1800’s or 1920s 30’s were everyone was white and somewhat civil. With 50 plus million Africans and millions more non white invaders inside America and with the power grid down it will be a free-for-all battle, especially in the cities municipalities.

Certain groups will ensure the power doesn’t come back on, central gov doesn’t survive and select cities can not recover. The military isn’t capable of handling the pigeons in the middle east it certainly won’t be able to handle the size of America - there will be no holding back when the shooting starts.

As America Banks collapse Other western countries will immediately begin to fall when their socialist systems can’t feed the millions of Africans and other non white invaders inside their country who will start pillaging and rampaging the unarmed white populations - their power grids will also collapse.

Excluding America, it is now interesting to look back during the last 30-50 years to see how they were able to successfully disarmed the white populations in every western country, then, blitzkrieg racial invasion, they needed millions of third world invaders inside western countries to participate in the Jubilee pillaging rampaging to ensure the greatest destruction possible. -

Interesting how the millions of Africans they imported into western countries are Military age

... And CHINA is building up fast

tic toc",0.129983,0.33354095,"In the Newly Released Stansberry Research Article - The Man Who Predicted the Collapse of GM, Fannie Mae, and Freddie Mac -
<br><br>
Is Predicting the Jubilee COLLAPSE of AMERICA <br><br>

Several factors are not included in the article, when the Jubilee kicks-off I don’t foresee any scenario were the lights stay on.
<br><br>
This isn’t like the economic depressions of the 1800’s or 1920s 30’s were everyone was white and somewhat civil.

With 50 plus million Africans and millions more non white invaders inside America and with the power grid down it will be a free-for-all battle, especially in the cities municipalities.
<br><br>
Certain groups will ensure the power doesn’t come back on, central gov doesn’t survive and select cities can not recover. The military isn’t capable of handling the pigeons in the middle east it certainly won’t be able to handle the size of America - there will be no holding back when the shooting starts.
<br><br>
As America Banks collapse Other western countries will immediately begin to fall when their socialist systems can’t feed the millions of Africans and other non white invaders inside their country who will start pillaging and rampaging the unarmed white populations - their power grids will also collapse.
<br><br>
Excluding America, it is now interesting to look back during the last 30-50 years to see how they were able to successfully disarmed the white populations in every western country, then, blitzkrieg racial invasion, they needed millions of third world invaders inside western countries to participate in the Jubilee pillaging rampaging to ensure the greatest destruction possible. -<br><br>

Interesting how the millions of Africans they imported into western countries are Military age <br><br>

... And CHINA is building up fast<br><br> 

tic toc ",,,3.0,,1571681272000,0,,2020-05-11 11:46:12
95,infowars.com,https://www.infowars.com/trudeau-on-brink-amid-explosive-political-scandal/,3a9b4a75-3579-46bf-81b4-fa143423ba15,GodObservers,f029b9c1-05cd-4efd-b269-badd779f8323,"Trudeau a TOTAL INCAPABLE human being enjoying his job to work against HUMANITY serving SATAN'S AGENDAS ! 
",0.208333,0.5850017,"Trudeau a TOTAL INCAPABLE human being enjoying his job to work against HUMANITY serving SATAN'S AGENDAS ! 
",,,3.0,,1551370281000,3,,2020-05-11 11:33:23
96,infowars.com,https://www.infowars.com/trudeau-vows-to-slash-taxes-as-blackface-scandal-rocks-polls/,3b4f84d3-592d-4904-ad90-89902b278303,OcrazioCowfartsCorpsesays,65aa9cae-f71a-456e-816e-503d5690ec49,"$1,500 per year = $125.00 per month which doesn't even pay for 1 trip to the grocery store. Just me & my wife with no kids is average $140.00 per week & we don't cook full meals most of the time. Typical Govt offering crumbs as bait & I sure the brain dead liberals will buy his rhetoric.",0.13888899999999998,0.3624582,"$1,500 per year = $125.00 per month which doesn't even pay for 1 trip to the grocery store. Just me &amp; my wife with no kids is average $140.00 per week &amp; we don't cook full meals most of the time. Typical Govt offering crumbs as bait &amp; I sure the brain dead liberals will buy his rhetoric.",,,1.0,,1569254998000,1,,2020-05-11 11:26:50
97,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,3cd9616a-4113-47db-87fa-331f269ccb69,New_Woe_Order,ba7bb01c-7973-46ec-bee8-2c2cc5e3c8f1,guess the black face outrage only applies to conservatives not socialist -media showed it's lack of respect regardless of who got the most votes ,0.111111,0.5160897999999999,guess the black face outrage only applies to conservatives not socialist -media showed it's lack of respect regardless of who got the most votes ,,,2.0,,1571758844000,0,,2020-05-11 11:46:08
98,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,3d49484d-6fd6-4e8e-9998-d50830f16803,JDryder,5ccd5c7e-24df-46ac-ab86-db0581f4ac0d,"Sounds like you leads need to implement an 1865.

DAY OF THE RAKE!!!",0.0,0.12907284,Sounds like you leads need to implement an 1865.<br><br>DAY OF THE RAKE!!!,,,,,1571761571000,0,1c41bd80-e7e2-457e-b5be-6c4bb9baeae1,2020-05-11 11:46:01
99,infowars.com,https://www.infowars.com/canadas-wokest-pm-just-took-a-hit-in-the-polls-after-blackface-scandal/,3d92f69f-4123-49e0-9083-7ba7a34e285a,hermes_tresmigistus,ae0ad886-28f4-454a-b00d-bf581dcc1f08,"The larger 'story' here is the maneuvering of the jesuit globalists. The jesuit CFR's TIME magazine 'broke' this blackface nonsense and it would appear a non confidence vote is being cast for the jesuit globalist trudeau in his ability to see the jesuit globalist plan of carbon taxes being levied in Canada, there is already 'gun control' in the country so the rothschild JESUIT overseers have that issue 'under control'.

The loss of political support of trudeau the jesuit puppet goes to the NDP, a communist party disguised as 'socialist' and filled with enviro-terrorists and nutjobs that replaced the 'working class' core it used to have. It has an Indian (cloaked commie JESUIT) as leader of the party who benefits DIRECTLY from the blackface charade as he now gets the 'sympathy vote' from the leftists that supported trudeau. He is adamant about having carbon taxes imposed and has stooped to buying the votes of the 'downtrodden' with free dental promises and no doubt drug care to come as the rhetoric is ratcheted up.

On the political 'right' of the scale in the country, the conservative Scheer is seeing his support being eroded by the 'FAKE Trump' joker, Maxime Bernier, the JESUIT demerais family has funded to split the right wing vote by mimicking the supposed nationalist views that have caught on in Canada and fusing them with the concerns regarding weaponized immigration policies adopted by the JESUIT trudeau via United Nations JESUIT bill agenda 2030.

So, THIS is the BIG picture to this FLOATED controversy. The JESUITS always play as many angles as they can
",0.13095199999999999,0.4191339,"The larger 'story' here is the maneuvering of the jesuit globalists. The jesuit CFR's TIME magazine 'broke' this blackface nonsense and it would appear a non confidence vote is being cast for the jesuit globalist trudeau in his ability to see the jesuit globalist plan of carbon taxes being levied in Canada, there is already 'gun control' in the country so the rothschild JESUIT overseers have that issue 'under control'.<br><br>The loss of political support of trudeau the jesuit puppet goes to the NDP, a communist party disguised as 'socialist' and filled with enviro-terrorists and nutjobs that replaced the 'working class' core it used to have. It has an Indian (cloaked commie JESUIT) as leader of the party who benefits DIRECTLY from the blackface charade as he now gets the 'sympathy vote' from the leftists that supported trudeau. He is adamant about having carbon taxes imposed and has stooped to buying the votes of the 'downtrodden' with free dental promises and no doubt drug care to come as the rhetoric is ratcheted up.<br><br>On the political 'right' of the scale in the country, the conservative Scheer is seeing his support being eroded by the 'FAKE Trump' joker, Maxime Bernier, the JESUIT demerais family has funded to split the right wing vote by mimicking the supposed nationalist views that have caught on in Canada and fusing them with the concerns regarding weaponized immigration policies adopted by the JESUIT trudeau via United Nations JESUIT bill agenda 2030.<br><br>So, THIS is the BIG picture to this FLOATED controversy. The JESUITS always play as many angles as they can<br>",,,,,1569175888000,1,,2020-05-11 11:26:44
100,infowars.com,https://www.infowars.com/canadas-wokest-pm-just-took-a-hit-in-the-polls-after-blackface-scandal/,3de05e7d-124f-4278-986b-6cdd5c8861a7,neilineg,4beb30bc-f6b9-450d-87b7-09fb3293c304,"urgent message to infowars; the mmm is spinning this story from trudeau's hypocrisy, to one of discussing the systemic racism of the least racist country in the world... no one is changing their opinion on this issue because 'trudeau is a racist', they will abandon him because he has built his career attacking everyone else as a racist [in the least racist country in the world]. also attacking everyone is a sexist, when the picture shows him groping the woman with both hands, and he just fired a woman because she refused to dismiss the criminal case against his supporter... roast this self-righteous hypocrite",-0.333333,0.6186988999999999,"urgent message to infowars; the mmm is spinning this story from trudeau's hypocrisy, to one of discussing the systemic racism of the least racist country in the world... no one is changing their opinion on this issue because 'trudeau is a racist', they will abandon him because he has built his career attacking everyone else as a racist [in the least racist country in the world]. also attacking everyone is a sexist, when the picture shows him groping the woman with both hands, and he just fired a woman because she refused to dismiss the criminal case against his supporter... roast this self-righteous hypocrite",,,,,1569260045000,0,,2020-05-11 11:26:40
101,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,3eb80038-10f7-4ec4-b670-3c892a55ce1d,Swansong,4d3b9ded-efaa-4225-823d-06157713a31f,"Not Israelites, of course, that has been shown time and again. It has been shown they are descendants of Khazaria. In the late 19th century, a theory emerged that the core of today's Ashkenazis descended from a Khazarian diaspora who had migrated westward from Russia and Ukraine into France and Germany. Why they claim what they claim is a mystery.",-0.30000000000000004,0.10624173,"Not Israelites, of course, that has been shown time and again. It has been shown they are descendants of Khazaria.  In the late 19th century, a theory emerged that the core of today's Ashkenazis descended from a Khazarian diaspora who had migrated westward from Russia and Ukraine into France and Germany. Why they claim what they claim is a mystery.",,,,,1569779213000,1,938cd03e-a0b0-481e-b67d-f79278221aab,2020-05-11 13:26:12
102,infowars.com,https://www.infowars.com/second-blackface-photo-of-justin-trudeau-emerges/,40806828-8608-4ae3-988c-f3e59fae61f6,IWeNoLongerTrustLiars,3f504b8b-cc5e-471d-a54b-03f074649239,Oh look Matthew McConaughey's brother is back at his Marxist scams helping the deceiving hierarchy rob/enslave humanity?!,0.0,0.46629899999999996,Oh look Matthew McConaughey's brother is back at his Marxist scams helping the deceiving hierarchy rob/enslave humanity?!,,,,,1568925580000,0,,2020-05-11 11:26:39
103,infowars.com,https://www.infowars.com/political-scientist-trudeau-blackface-scandal-could-cost-him-the-election/,4171eeb0-b7d9-4c48-8a97-b1ddafdffd29,cmmtr_loves_spam,497155a8-ff1e-4567-a047-a0aa4297c4d9,"MSM is playing this off as harmless. If it were the Conservative leader, his head would have been off by now (metaphorically speaking).",0.0,0.26163658,"MSM is playing this off as harmless. If it were the Conservative leader, his head would have been off by now (metaphorically speaking).",,,1.0,,1568920725000,0,,2020-05-03 15:25:31
104,infowars.com,https://www.infowars.com/second-blackface-photo-of-justin-trudeau-emerges/,418fb30f-6778-4e0e-ab62-cae77e6d5d16,InvertedPrism,74baff74-743c-46d0-aefa-51fa8abfd037,"There is nothing wrong with reporting the hypocrisy of others. The left damned themselves by playing this stupid cat and mouse game, it’s only FAIR to call them out when their hypocrisy is exposed. I’m sure this was a harmless photo as you said but we all know if any conservative political figure did this same thing, then they would be crucified, no doubt. Somebody has to report on their hypocrisy, it’s time conservatives stand up and put these hypocrites in their place. 

And if if you disagree with what I just said (which you shouldn’t) then consider what Jesus did to the Pharisees in Matthew chapter 23 when Jesus Christ literally called the Pharisees HYPOCRITES and VIPERS. So it you are concerned about losing moral high ground by telling the truth, just remember what Jesus did. Nuff said. God bless you bro. ",-0.030909,0.66553557,"There is nothing wrong with reporting the hypocrisy of others. The left damned themselves by playing this stupid cat and mouse game, it’s only FAIR to call them out when their hypocrisy is exposed. I’m sure this was a harmless photo as you said but we all know if any conservative political figure did this same thing, then they would be crucified, no doubt. Somebody has to report on their hypocrisy, it’s time conservatives stand up and put these hypocrites in their place. <br><br>And if if you disagree with what I just said (which you shouldn’t) then consider what Jesus did to the Pharisees in Matthew chapter 23 when Jesus Christ literally called the Pharisees HYPOCRITES and VIPERS. So it you are concerned about losing moral high ground by telling the truth, just remember what Jesus did. Nuff said. God bless you bro. ",,,,,1568908681000,0,8e106c5c-3fcb-4f93-820b-6732baac8875,2020-05-11 11:26:47
105,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,4213bf96-3c91-4845-bc2b-7d22db9a05d6,vb,51f6cd51-1e39-4843-b43e-b91c42d794f5,No wonder Obama endorsed him ... Birds of a Feather shit on other's head together ...,-0.1625,0.8378517600000001,No wonder Obama endorsed him ... Birds of a Feather shit on other's head together ...,,,,,1571684925000,1,,2020-05-11 11:46:05
106,infowars.com,https://www.infowars.com/trudeau-vows-to-slash-taxes-as-blackface-scandal-rocks-polls/,43092eb3-81bf-412e-aeb4-7d5a56d0c2b8,John,09142de3-b195-40e3-9a69-3881a375364e,"“By lowering taxes and cutting cellphone bills, our Liberal team will put more than $1,500 per year back in the pockets of hardworking Canadian families.” If that's how he feels why hasn't he done it before? Get rid of this idiot! ",-0.275,0.88820326,"“By lowering taxes and cutting cellphone bills, our Liberal team will put more than $1,500 per year back in the pockets of hardworking Canadian families.” If that's how he feels why hasn't he done it before? Get rid of this idiot! ",,,,,1569257715000,0,,2020-05-11 11:26:49
107,infowars.com,https://www.infowars.com/trudeau-vows-to-slash-taxes-as-blackface-scandal-rocks-polls/,44521aff-0c92-4b53-8686-cb0710023b22,jbwilson24,e9c813aa-b765-45d5-80f2-0838bc98caeb,"For what exactly? The CHRC doesn't regulate behaviour at parties, nor does the CRTC.

I get your point, the human rights tribunals are totalitarian.",0.125,0.06795937,"For what exactly? The CHRC doesn't regulate behaviour at parties, nor does the CRTC.<br><br>I get your point, the human rights tribunals are totalitarian.",,,,,1569297867000,0,9ab5451d-40a3-48eb-8023-ee8c06ccbcc7,2020-05-11 11:26:49
108,infowars.com,https://www.infowars.com/second-blackface-photo-of-justin-trudeau-emerges/,4486bc2e-139d-4c1a-af62-7ec9ef883a89,HANGTHEOWL,fb6a97f7-9f18-452c-8a72-310f88424e3e,"Those were done later on when blackface had started to be seen as disrespectful,,so they had to change the way it was done,,it had been performed in the US starting way back around the 1830's,,,,and it certainly was not a tribute,,,by the 1930's it had been toned down a bit,,but as I said the majority of actors doing it then were Jews,,,

,,I agree with you that it is just being used to push the racial division,,,,but my point is nobody ever puts the blame on the people that had the most involvement,,,they just blame "" white"" people,,when most of the blackface acts were done by Jews,,,,,,just like the Atlantic slave trade,,it was all blamed on ""white"" people,,when it is a historical fact that Jews controlled the Atlantic slave trade,,,but they never get any blame for it,,,,,,,,,when people want to play the blame game,,well I play it all the way and do not care hooo it pisses off,,,,,the blame for everything gets put at my feet being a white American gun owning male,,,so I will fight for my honor and show where the blame really belongs,,,,( yes white American males have done bad stuff also),,,",0.034921,0.5100536,"Those were done later on when blackface had started to be seen as disrespectful,,so they had to change the way it was done,,it had been performed in the US starting way back around the 1830's,,,,and it certainly was not a tribute,,,by the 1930's it had been toned down a bit,,but as I said the majority of actors doing it then were Jews,,,<br><br>,,I agree with you that it is just being used to push the racial division,,,,but my point is nobody ever puts the blame on the people that had the most involvement,,,they just blame "" white"" people,,when most of the blackface acts were done by Jews,,,,,,just like the Atlantic slave trade,,it was all blamed on ""white"" people,,when it is a historical fact that Jews controlled the Atlantic slave trade,,,but they never get any blame for it,,,,,,,,,when people want to play the blame game,,well I play it all the way and do not care hooo it pisses off,,,,,the blame for everything gets put at my feet being a white American gun owning male,,,so I will fight for my honor and show where the blame really belongs,,,,( yes white American males have done bad stuff also),,,",,,,,1568899045000,0,66af68dc-eae0-41fd-9957-d549d4ec8de4,2020-05-11 11:26:58
109,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,44c76c8a-8ef4-46f0-b8f3-2e97c8adb581,Ronove2020,2bd62363-16b8-43d6-8291-13a575e18a13,"Canada is more gone than Sweden now. That means Canada's terrorist migrants pushing their way into America as Trudeau finishes destroying his own country.
",0.30000000000000004,0.6519473,Canada is more gone than Sweden now. That means Canada's terrorist migrants pushing their way into America as Trudeau finishes destroying his own country.<br>,,,,,1571761340000,1,,2020-05-11 11:45:56
110,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,44dae56d-9c7b-412d-99ff-84e8aa271df6,Fred57,0f075001-49d1-43f6-aec4-1c32d28aed5f,Can Monkey be hauled up before this Tribunal and IS IT only for whites who don't like monkeys raping people And ask something?,-0.025,0.8028341,Can Monkey be hauled up before this Tribunal and IS IT only for whites who don't like monkeys raping people And ask something?,,,,,1569795533000,1,2e2bace5-0cb3-427b-9825-de8e3b854a29,2020-05-11 13:26:18
111,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,45084e09-36b8-46cb-ab84-e4969697cbd7,truck_driver,0be8afa1-a4e2-4272-8b4a-e499d3a5bc00,"Are you a Canadian your not allowed to be here no one is allowed out of their home until evening. HE'S A SPY it's a us trucker HIS DASH CAM JUST SENT EVERYTHING TORONTO ONTARIO IS DOING BACK TO THE U.S.
",0.0,0.5350055,Are you a Canadian your not allowed to be here no one is allowed out of their home until evening. HE'S A SPY it's a us trucker HIS DASH CAM JUST SENT EVERYTHING TORONTO ONTARIO IS DOING BACK TO THE U.S.<br>,,,1.0,,1569784316000,0,,2020-05-11 13:25:47
112,infowars.com,https://www.infowars.com/justin-trudeau-is-cancelled/,45466562-15e3-4ffe-8786-b5cbb408e0b1,roco,2c0ca280-4893-40c4-b095-3e4a8ff1ba9a,"The communist left - fakes, fools, liars and thieves.",0.0,0.81515604,"<blockquote><b><i>The communist left - fakes, fools, liars and thieves.</i></b></blockquote>",,,3.0,,1568913137000,2,,2020-05-11 13:25:32
113,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,459e6808-c59a-4192-993e-ef06995ea2a2,woof,b04e6b1b-245a-405c-b75f-26b692d3fcc8,Recent news says he don't have a majority anymore and that may severely limit what madness he is able to accomplish.,0.25,0.14825818,Recent news says he don't have a majority anymore and that may severely limit what madness he is able to accomplish.,,,,,1571742304000,0,,2020-05-11 11:45:42
114,infowars.com,https://www.infowars.com/political-scientist-trudeau-blackface-scandal-could-cost-him-the-election/,471b6cf7-7c02-425b-8710-58aca3ff1e61,FatFreddiesCat,943615a2-8c0a-4a79-8097-e3568123f1d5,"Personally I could care less about all this blackface stuff. I do enjoy these virtue signaling libtards slamming straight into their wall of hypocrisy. Bye, bye knob polisher.",0.108333,0.7388680999999999,"Personally I could care less about all this blackface stuff. I do enjoy these virtue signaling libtards slamming straight into their wall of hypocrisy. Bye, bye knob polisher.",,,,,1568930879000,0,,2020-05-11 11:26:45
115,infowars.com,https://www.infowars.com/canadas-wokest-pm-just-took-a-hit-in-the-polls-after-blackface-scandal/,47717738-2d1b-466a-8443-575989dfd51e,AOCneedsAI,2d2bbda3-8695-4358-89a7-844616376671,"""Elizabeth Warren Admits Wearing Paleface at College Costume Party"" > BabylonBee(.)com > Pow Wow Chow gal cultural appropriation scandal > WARNING: fact checker Skopes says Babylon Bee is not reliable ",0.1,0.23196366000000002,"<b>""Elizabeth Warren Admits Wearing Paleface at College Costume Party"" </b>&gt; BabylonBee(.)com &gt; Pow Wow Chow gal cultural appropriation scandal &gt; WARNING: fact checker Skopes says Babylon Bee is not reliable ",,,,,1569243086000,0,,2020-05-11 11:26:40
116,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,4822b3ae-d437-4b9c-926b-748686dd0a74,westcoastlogger,cd66916e-fdbc-4cb0-a184-2e39b3a91a38,"NOW EVERYONE WILL GET TO WATCH PRETTYBOY SUCKS LIVE UP TO HIS NAME AND WATCH HIM BLOW A FORKING SIHK WHO IS EVEN CRAZIER THAN HIM....TO GET HIS AGENDA THROUGH!!!!....THE FORKING SIHK THINKS THAT THE AFRICAN ARMY IN 
S. AMERICA ...THAT NO ONE SEEMS TO KNOW HOW THEY GOT THERE....SHOULD BE FAST TRACKED INTO CANADA........CANADA IS FUCKED!!!!.....THE PROVINCE THAT IS ABOUT TO GET REALLY FUCKED IS BC....WITH NDP PREMIER WHOREGONE....WHO WOULD BLOW BOTH SUCKS AND THE SIHK...TO GET HIS AGENDA DONE!!!!...",-0.21601,0.89978164,NOW EVERYONE WILL GET TO WATCH PRETTYBOY SUCKS LIVE UP TO HIS NAME AND WATCH HIM BLOW A FORKING SIHK WHO IS EVEN CRAZIER THAN HIM....TO GET HIS AGENDA THROUGH!!!!....THE FORKING SIHK THINKS THAT THE AFRICAN ARMY IN <br>S. AMERICA ...THAT NO ONE SEEMS TO KNOW HOW THEY GOT THERE....SHOULD BE FAST TRACKED INTO CANADA........CANADA IS FUCKED!!!!.....THE PROVINCE THAT IS ABOUT TO GET REALLY FUCKED IS BC....WITH NDP PREMIER WHOREGONE....WHO WOULD BLOW BOTH SUCKS AND THE SIHK...TO GET HIS AGENDA DONE!!!!...,,,,,1571785409000,0,,2020-05-11 11:45:43
